gene_id,gene_name,log(velocity_gamma)
ENSMUSG00000027009,Itga4,-0.38892248
ENSMUSG00000027074,Slc43a3,-2.3713875
ENSMUSG00000008200,Fnbp4,-1.0221921
ENSMUSG00000002111,Spi1,-1.5716221000000001
ENSMUSG00000027253,Lrp4,-1.9095988000000002
ENSMUSG00000027220,Syt13,-1.6104876000000001
ENSMUSG00000068735,Trp53i11,-2.0781646
ENSMUSG00000027188,Pamr1,-3.253571
ENSMUSG00000032724,Abtb2,0.34829968
ENSMUSG00000032698,Lmo2,-3.5994685
ENSMUSG00000027176,Cstf3,0.20689204
ENSMUSG00000040152,Thbs1,-3.6802654
ENSMUSG00000027314,Dll4,-3.4038602999999994
ENSMUSG00000027296,Itpka,-3.069857
ENSMUSG00000060227,Casc4,-1.9626826000000002
ENSMUSG00000060802,B2m,-3.6920059000000003
ENSMUSG00000027219,Slc28a2,-2.277807
ENSMUSG00000033213,AA467197,-4.938293
ENSMUSG00000027381,Bcl2l11,-0.7056949
ENSMUSG00000037902,Sirpa,-0.9683341999999999
ENSMUSG00000068264,Ap5s1,-1.8509952
ENSMUSG00000027358,Bmp2,-5.6407413
ENSMUSG00000074766,Ism1,-0.73415136
ENSMUSG00000037143,Cfap61,0.9513849
ENSMUSG00000032966,Fkbp1a,-4.1107545
ENSMUSG00000009876,Cox4i2,-4.0281286
ENSMUSG00000042548,Asxl1,0.36948800000000004
ENSMUSG00000027483,Bpifa1,-2.8929214
ENSMUSG00000027485,Bpifb1,-1.3044802
ENSMUSG00000027598,Itch,0.42951375
ENSMUSG00000067818,Myl9,-4.478415
ENSMUSG00000027651,Rprd1b,-0.19843443
ENSMUSG00000016024,Lbp,-6.619967
ENSMUSG00000044349,Snhg11,-5.718668
ENSMUSG00000037754,Ppp1r16b,-0.34427220000000003
ENSMUSG00000027654,Fam83d,-2.1124563
ENSMUSG00000027656,Ccn5,-4.2445035
ENSMUSG00000017723,Wfdc2,-2.4866784
ENSMUSG00000039463,Slc9a8,-0.9498757
ENSMUSG00000047907,Tshz2,0.34650984
ENSMUSG00000074570,Cass4,0.29366568
ENSMUSG00000050600,Zfp831,1.3696176000000002
ENSMUSG00000000305,Cdh4,0.013002963000000001
ENSMUSG00000023393,Slc17a9,-0.74929315
ENSMUSG00000027508,Pag1,-0.5315105999999999
ENSMUSG00000062515,Fabp4,-3.9551396
ENSMUSG00000078783,Gm9733,-3.7862675
ENSMUSG00000095028,Sirpb1b,-2.0867796000000003
ENSMUSG00000074677,Sirpb1c,-2.7225243999999997
ENSMUSG00000078780,Gm5150,-1.552792
ENSMUSG00000069094,Pde7a,0.0013354439
ENSMUSG00000019528,Gyg,-3.9417364999999998
ENSMUSG00000102758,Naaladl2,-0.7133785
ENSMUSG00000043164,Tmem212,-1.6153102
ENSMUSG00000027684,Mecom,-0.30589545
ENSMUSG00000027676,Ccdc39,-2.1227505
ENSMUSG00000059834,Sclt1,-0.062213115
ENSMUSG00000027737,Slc7a11,3.3819294
ENSMUSG00000027799,Nbea,-1.05445
ENSMUSG00000027800,Tm4sf1,-3.8449717000000003
ENSMUSG00000050075,Gpr171,-3.6713626000000006
ENSMUSG00000036834,Plch1,-2.3469386
ENSMUSG00000028005,Gucy1b1,-1.6988020000000001
ENSMUSG00000033910,Gucy1a1,-1.9961063000000001
ENSMUSG00000028003,Lrat,-4.8900760000000005
ENSMUSG00000033767,Tmem131l,0.84892863
ENSMUSG00000041842,Fhdc1,-4.408082
ENSMUSG00000028070,Naxe,-4.130160299999999
ENSMUSG00000059743,Fdps,-3.8881955
ENSMUSG00000027954,Efna1,-3.6576989
ENSMUSG00000028041,Adam15,-4.596561400000001
ENSMUSG00000027931,Npr1,-6.493411
ENSMUSG00000056071,S100a9,-3.5998442
ENSMUSG00000028139,Riiad1,-2.1802032000000002
ENSMUSG00000015697,Setdb1,-4.657390599999999
ENSMUSG00000038550,Ciart,-2.170341
ENSMUSG00000038543,BC028528,-1.8572823
ENSMUSG00000027848,Olfml3,-4.7915106
ENSMUSG00000040809,Chil3,-5.371748999999999
ENSMUSG00000058135,Gstm1,-5.8291129999999995
ENSMUSG00000027962,Vcam1,-1.4124652
ENSMUSG00000033502,Cdc14a,-1.1348733999999998
ENSMUSG00000033377,Palmd,-1.8401604
ENSMUSG00000028134,Ptbp2,-0.79864925
ENSMUSG00000050931,Sgms2,0.79884875
ENSMUSG00000040998,Npnt,-3.3557330000000003
ENSMUSG00000037922,Bank1,1.2177329
ENSMUSG00000028159,Dapp1,-3.5664569999999998
ENSMUSG00000052430,Bmpr1b,-0.24983265
ENSMUSG00000028195,Ccn1,-3.4500105000000003
ENSMUSG00000028184,Adgrl2,-0.89462173
ENSMUSG00000039037,St6galnac5,-2.58363
ENSMUSG00000052544,St6galnac3,0.28370658
ENSMUSG00000027500,Stmn2,0.1980193
ENSMUSG00000027533,Fabp5,-5.0195856
ENSMUSG00000027601,Mtfr1,-2.3701993999999997
ENSMUSG00000063600,Egfem1,0.18477778
ENSMUSG00000037643,Prkci,-2.1297216
ENSMUSG00000027660,Skil,-2.497385
ENSMUSG00000027665,Pik3ca,-1.3214953999999999
ENSMUSG00000027668,Mfn1,-1.2734940000000001
ENSMUSG00000046743,Fat4,-0.33982792
ENSMUSG00000025757,Hspa4l,-3.4572825
ENSMUSG00000063273,Naa15,-1.1589854
ENSMUSG00000048332,Lhfp,-0.8116901
ENSMUSG00000027750,Postn,-4.097257
ENSMUSG00000036885,Arhgef26,-1.4446299999999999
ENSMUSG00000048416,Mlf1,-2.7630186
ENSMUSG00000034349,Smc4,-1.3326713
ENSMUSG00000027784,Ppm1l,-0.20801255
ENSMUSG00000059994,Fcrl1,-0.27617818
ENSMUSG00000004891,Nes,-3.9447925
ENSMUSG00000068917,Clk2,-1.1077199
ENSMUSG00000042784,Muc1,-8.615003999999999
ENSMUSG00000074466,Gm15417,-4.4674544
ENSMUSG00000027952,Pmvk,0.15217592
ENSMUSG00000027951,Adar,-2.0543892
ENSMUSG00000118506,1700094D03Rik,-5.879388
ENSMUSG00000052310,Slc39a1,-2.853915
ENSMUSG00000001020,S100a4,-5.068632
ENSMUSG00000001025,S100a6,-0.78805125
ENSMUSG00000056054,S100a8,-4.430207299999999
ENSMUSG00000027907,S100a11,-4.480099
ENSMUSG00000028150,Rorc,-1.4822156000000002
ENSMUSG00000068874,Selenbp1,-2.5048995
ENSMUSG00000038712,Mindy1,-1.6845106
ENSMUSG00000015522,Arnt,-0.600175
ENSMUSG00000038393,Txnip,-3.6754303
ENSMUSG00000038205,Prkab2,-1.8359842
ENSMUSG00000027878,Notch2,-0.5900178
ENSMUSG00000027867,Spag17,0.16602466
ENSMUSG00000042035,Igsf3,-6.172225
ENSMUSG00000044098,Rsbn1,-0.90820694
ENSMUSG00000002233,Rhoc,-8.991332
ENSMUSG00000106093,Gm42722,-1.2921178
ENSMUSG00000062778,Chia1,-5.362932700000001
ENSMUSG00000053931,Cnn3,-2.4547791
ENSMUSG00000039831,Arhgap29,-2.3823369
ENSMUSG00000053965,Pde5a,-0.25106069999999997
ENSMUSG00000039234,Sec24d,0.15070772
ENSMUSG00000027985,Lef1,0.25674656
ENSMUSG00000028164,Manba,-0.8058418
ENSMUSG00000104710,Gm31243,-1.2835665
ENSMUSG00000054690,Emcn,-2.016006
ENSMUSG00000074207,Adh1,-1.7631226000000002
ENSMUSG00000040253,Gbp7,-4.0859146
ENSMUSG00000028270,Gbp2,-3.9714023999999997
ENSMUSG00000039167,Adgrl4,-0.26067173
ENSMUSG00000025437,Usp33,-0.48006220000000005
ENSMUSG00000078161,Erich3,-3.4433885
ENSMUSG00000040037,Negr1,-0.5792053
ENSMUSG00000028245,Nsmaf,-0.82828075
ENSMUSG00000041272,Tox,0.62116045
ENSMUSG00000028238,Atp6v0d2,-0.4045805
ENSMUSG00000028294,Cfap206,-0.98852944
ENSMUSG00000039967,Zfp292,-1.2686598
ENSMUSG00000028441,1110017D15Rik,-1.5085
ENSMUSG00000028459,Cd72,-3.04407
ENSMUSG00000028464,Tpm2,-3.7583983
ENSMUSG00000028479,Gne,-1.4358253
ENSMUSG00000014030,Pax5,-0.33206162
ENSMUSG00000003032,Klf4,-5.7398276
ENSMUSG00000028431,Elp1,-3.0061626
ENSMUSG00000055296,Tmem245,-3.6082902000000003
ENSMUSG00000028362,Tnfsf8,-2.9139721
ENSMUSG00000008305,Tle1,-1.2392745
ENSMUSG00000043003,Rasef,-5.468559
ENSMUSG00000028399,Ptprd,0.7940031999999999
ENSMUSG00000008575,Nfib,-0.55408204
ENSMUSG00000028563,Tm2d1,-1.3904821000000003
ENSMUSG00000035126,Wdr78,-0.89675605
ENSMUSG00000028617,Lrrc42,-1.6998564999999999
ENSMUSG00000028600,Podn,0.38000409999999996
ENSMUSG00000028713,Cyp4b1,-3.9878964
ENSMUSG00000028680,Plk3,-3.8681946000000003
ENSMUSG00000033295,Ptprf,-3.220902
ENSMUSG00000033191,Tie1,-2.678775
ENSMUSG00000028730,Cfap57,-1.8274194
ENSMUSG00000049878,Rlf,-0.28000240000000004
ENSMUSG00000028655,Mfsd2a,-5.416053
ENSMUSG00000028649,Macf1,-0.3376745
ENSMUSG00000042500,Ago4,-1.2324108
ENSMUSG00000050234,Gja4,-5.727303
ENSMUSG00000000409,Lck,-0.69884413
ENSMUSG00000053841,Txlna,-2.6604938999999996
ENSMUSG00000028909,Ptpru,-2.9011145000000003
ENSMUSG00000028906,Epb41,1.095429
ENSMUSG00000037731,Themis2,-1.3635312
ENSMUSG00000050989,Selenon,-1.5925081
ENSMUSG00000036905,C1qb,-6.0756984
ENSMUSG00000036896,C1qc,-7.314055000000001
ENSMUSG00000036887,C1qa,-8.465212
ENSMUSG00000041120,Nbl1,-6.2131195
ENSMUSG00000028583,Pdpn,-3.2306592
ENSMUSG00000029007,Agtrap,-3.1788714
ENSMUSG00000041459,Tardbp,-0.19590834
ENSMUSG00000028960,Ube4b,0.71703094
ENSMUSG00000028980,H6pd,-4.122644
ENSMUSG00000029026,Trp73,-3.1781300999999997
ENSMUSG00000059482,2610301B20Rik,-1.9430531999999998
ENSMUSG00000028211,Trp53inp1,-2.0549068
ENSMUSG00000040270,Bach2,1.3724519
ENSMUSG00000028476,Reck,-1.460601
ENSMUSG00000028480,Glipr2,-2.7923756
ENSMUSG00000035649,Zcchc7,-0.09216973
ENSMUSG00000035572,Dcaf10,-2.4503002
ENSMUSG00000035539,Ccdc180,-1.7986335
ENSMUSG00000028330,Ncbp1,-1.5980644
ENSMUSG00000028341,Nr4a3,-0.7629963000000001
ENSMUSG00000028309,Rnf20,-2.169564
ENSMUSG00000038729,Pakap,-2.1149123
ENSMUSG00000028385,Snx30,-4.2390932999999995
ENSMUSG00000066150,Slc31a1,-0.8282312
ENSMUSG00000045672,Col27a1,-4.4166136
ENSMUSG00000052407,Ccdc171,0.3418676
ENSMUSG00000066113,Adamtsl1,-0.8130974
ENSMUSG00000038007,Acer2,-0.16531792
ENSMUSG00000006386,Tek,-0.9850698
ENSMUSG00000028565,Nfia,-1.3267225
ENSMUSG00000028528,Dnajc6,0.046571497
ENSMUSG00000028525,Pde4b,0.45245135
ENSMUSG00000028524,Sgip1,0.46985978
ENSMUSG00000028522,Mier1,-0.6832102
ENSMUSG00000028517,Plpp3,-1.5012482
ENSMUSG00000028514,Usp24,-0.70340997
ENSMUSG00000028601,Echdc2,-4.3413405
ENSMUSG00000034035,Ccdc17,-2.7908838
ENSMUSG00000047671,Tctex1d4,-1.9316993000000002
ENSMUSG00000006392,Med8,-3.2280765
ENSMUSG00000006390,Elovl1,-1.9154384999999998
ENSMUSG00000028729,Ebna1bp2,-3.0171580000000002
ENSMUSG00000028645,Slc2a1,-1.9978049
ENSMUSG00000011257,Pabpc4,-0.15826692
ENSMUSG00000028871,Rspo1,-4.8212123
ENSMUSG00000028859,Csf3r,-1.6659297999999998
ENSMUSG00000056174,Col8a2,-6.3236175
ENSMUSG00000047945,Marcksl1,-5.362608
ENSMUSG00000056529,Ptafr,-2.2341077
ENSMUSG00000028862,Map3k6,-3.8188343000000002
ENSMUSG00000028832,Stmn1,-3.8544617
ENSMUSG00000062585,Cnr2,-1.8897506000000002
ENSMUSG00000007872,Id3,2.3267367
ENSMUSG00000028763,Hspg2,-4.5176324999999995
ENSMUSG00000057530,Ece1,-2.1713629
ENSMUSG00000028760,Eif4g3,-0.5295286
ENSMUSG00000028759,Hp1bp3,-2.3567958
ENSMUSG00000060572,Mfap2,-4.155919
ENSMUSG00000029009,Mthfr,-1.6069901000000002
ENSMUSG00000028977,Casz1,-1.8914285
ENSMUSG00000039953,Clstn1,-5.35283
ENSMUSG00000028967,Errfi1,-1.2312775
ENSMUSG00000028965,Tnfrsf9,-1.5163316999999998
ENSMUSG00000029049,Morn1,-1.1690211000000001
ENSMUSG00000078490,Cfap74,-0.96078277
ENSMUSG00000078487,Ankrd65,-6.9300547
ENSMUSG00000029068,Ccnl2,-0.7795603
ENSMUSG00000029070,Mxra8,-4.741758
ENSMUSG00000040473,Cfap69,-2.0541238999999996
ENSMUSG00000040537,Adam22,0.47767445
ENSMUSG00000042508,Dmtf1,-1.0474094999999999
ENSMUSG00000002944,Cd36,-2.2692403999999997
ENSMUSG00000057614,Gnai1,-4.289966000000001
ENSMUSG00000064280,Ccdc146,0.14551106
ENSMUSG00000042453,Reln,0.7750781999999999
ENSMUSG00000057541,Pus7,-1.6711965
ENSMUSG00000028949,Smarcd3,-1.965252
ENSMUSG00000028944,Prkag2,0.20371868
ENSMUSG00000106864,Gtf3c2,-2.3941298
ENSMUSG00000038564,Ift172,-2.5842004000000003
ENSMUSG00000036693,Nop14,-2.1695745
ENSMUSG00000036553,Sh3tc1,-5.389471
ENSMUSG00000029192,Tbc1d14,-1.1085972
ENSMUSG00000029126,Nsg1,-4.9201517
ENSMUSG00000051022,Hs3st1,-3.4723237
ENSMUSG00000039753,Fbxl5,-3.507896
ENSMUSG00000039706,Ldb2,1.0129999
ENSMUSG00000037999,Arap2,-1.2648742
ENSMUSG00000029228,Lnx1,-0.49237597
ENSMUSG00000062960,Kdr,-3.4250269999999996
ENSMUSG00000059325,Hopx,-1.2388061000000001
ENSMUSG00000036256,Igfbp7,-3.4574516
ENSMUSG00000029273,Sult1d1,-5.2640839999999995
ENSMUSG00000067149,Jchain,-8.291928
ENSMUSG00000034855,Cxcl10,-2.7254887
ENSMUSG00000029322,Plac8,-4.7142124
ENSMUSG00000029309,Sparcl1,-4.178167299999999
ENSMUSG00000029287,Tgfbr3,-0.6542413
ENSMUSG00000042249,Grk3,-4.507830599999999
ENSMUSG00000042190,Cmklr1,-7.6669116
ENSMUSG00000048163,Selplg,-0.6725205
ENSMUSG00000029513,Prkab1,-7.123382
ENSMUSG00000042589,Cux2,-0.6311439
ENSMUSG00000029472,Anapc5,-2.01974
ENSMUSG00000029427,Zcchc8,-1.4597045
ENSMUSG00000066278,Vps37b,-0.54148114
ENSMUSG00000029406,Pitpnm2,-3.8885843999999996
ENSMUSG00000038126,Mphosph9,-1.0460508
ENSMUSG00000037979,Ccdc92,-2.1459427000000004
ENSMUSG00000040751,Lat2,-2.6145716
ENSMUSG00000029675,Eln,-2.8011133999999998
ENSMUSG00000029718,Pcolce,-4.739646400000001
ENSMUSG00000029722,Agfg2,-2.49001
ENSMUSG00000046245,Pilra,-2.6872554
ENSMUSG00000025856,Pdgfa,-5.4722686
ENSMUSG00000066640,Fbxl18,-0.8995898999999999
ENSMUSG00000029580,Actb,-0.43477583
ENSMUSG00000029640,Usp12,-1.4700476
ENSMUSG00000029648,Flt1,0.073949054
ENSMUSG00000001687,Ubl3,-1.1092683
ENSMUSG00000040274,Cdk6,-1.5003129
ENSMUSG00000040407,Akap9,-1.6730751
ENSMUSG00000012428,Steap4,-4.5998755
ENSMUSG00000079659,Tmem243,0.091045015
ENSMUSG00000040254,Sema3d,-0.84040034
ENSMUSG00000040118,Cacna2d1,-0.35011423
ENSMUSG00000028780,Sema3c,-0.30488706
ENSMUSG00000029004,Kmt2e,-0.7133489000000001
ENSMUSG00000048271,Rbm33,-1.0259808000000001
ENSMUSG00000029130,Rnf32,-3.3630760000000004
ENSMUSG00000025746,Il6,1.1689829999999999
ENSMUSG00000073102,Drc1,-1.9431964
ENSMUSG00000029182,1700001C02Rik,-2.3106432
ENSMUSG00000049265,Kcnk3,-2.5074837000000003
ENSMUSG00000029177,Cenpa,-3.2559574000000002
ENSMUSG00000062761,Zfp512,-0.8461832
ENSMUSG00000106918,Mrpl33,-2.6372576000000003
ENSMUSG00000029135,Fosl2,-3.767368
ENSMUSG00000029082,Bst1,-2.835976
ENSMUSG00000029084,Cd38,-2.7190497000000002
ENSMUSG00000031558,Slit2,0.8969185
ENSMUSG00000072941,Sod3,-5.6226044
ENSMUSG00000029186,Pi4k2b,-4.349316
ENSMUSG00000029188,Slc34a2,-3.9562087
ENSMUSG00000054920,Klhl5,-0.804412
ENSMUSG00000037795,N4bp2,-0.87875175
ENSMUSG00000029204,Rhoh,-2.0759735
ENSMUSG00000029205,Chrna9,-0.36543664
ENSMUSG00000037736,Limch1,-0.61049867
ENSMUSG00000036087,Slain2,-1.8631259999999998
ENSMUSG00000049907,Rasl11b,-2.7211142
ENSMUSG00000029231,Pdgfra,-2.094379
ENSMUSG00000005672,Kit,-3.0385156
ENSMUSG00000037605,Adgrl3,1.3552148000000002
ENSMUSG00000029254,Stap1,-2.2766492
ENSMUSG00000029366,Dck,-4.0051084
ENSMUSG00000060961,Slc4a4,-0.4083553
ENSMUSG00000029373,Pf4,-5.0357389999999995
ENSMUSG00000029375,Cxcl15,-4.855775
ENSMUSG00000058427,Cxcl2,-3.619214
ENSMUSG00000029378,Areg,-1.1207496000000001
ENSMUSG00000034842,Art3,-2.1370918999999997
ENSMUSG00000057068,Fam47e,-0.9760788
ENSMUSG00000029381,Shroom3,-0.41982841
ENSMUSG00000029385,Ccng2,-4.193267
ENSMUSG00000034663,Bmp2k,-1.9546355
ENSMUSG00000034573,Ptpn13,-2.2530763
ENSMUSG00000029304,Spp1,-6.143725
ENSMUSG00000070639,Lrrc8b,-3.4847580000000002
ENSMUSG00000046079,Lrrc8d,-0.19924821
ENSMUSG00000033209,Ttc28,-2.6854772999999996
ENSMUSG00000029344,Tpst2,-2.255659
ENSMUSG00000029577,Ube3b,-1.7783566000000002
ENSMUSG00000041870,Ankrd13a,-1.1695124
ENSMUSG00000029561,Oasl2,-1.7056861
ENSMUSG00000041827,Oasl1,-1.4288908
ENSMUSG00000029528,Pxn,-0.7946779
ENSMUSG00000067274,Rplp0,-6.1908755
ENSMUSG00000041638,Gcn1,-2.3785827
ENSMUSG00000018604,Tbx3,-2.2405481
ENSMUSG00000018263,Tbx5,-2.3173559
ENSMUSG00000064267,Hvcn1,-2.474672
ENSMUSG00000029440,Psmd9,-2.1117722999999997
ENSMUSG00000038342,Mlxip,1.0781826
ENSMUSG00000000915,Hip1r,-0.431487
ENSMUSG00000023104,Rfc2,-1.3015146
ENSMUSG00000002748,Baz1b,-1.5639584999999998
ENSMUSG00000005514,Por,-1.5192587
ENSMUSG00000004951,Hspb1,-3.790778
ENSMUSG00000004947,Dtx2,-1.8416312
ENSMUSG00000042985,Upk3b,-5.5537825
ENSMUSG00000039771,Polr2j,-2.7701445
ENSMUSG00000029710,Ephb4,-1.3195944
ENSMUSG00000029581,Fscn1,-1.9652518
ENSMUSG00000075569,Rsph10b,-0.40197393
ENSMUSG00000045482,Trrap,-0.79544073
ENSMUSG00000029621,Arpc1a,-1.8619843999999997
ENSMUSG00000029651,Mtus2,-3.2895748999999994
ENSMUSG00000060063,Alox5ap,-5.7380347
ENSMUSG00000062995,Ica1,-3.8690937000000005
ENSMUSG00000042742,Bmt2,-0.61974263
ENSMUSG00000000416,Cttnbp2,-2.7570933999999996
ENSMUSG00000106874,Gm20186,-2.3051178
ENSMUSG00000003500,Impdh1,-3.054359
ENSMUSG00000044471,Lncpint,2.1303313
ENSMUSG00000025608,Podxl,-2.0515916
ENSMUSG00000029838,Ptn,-2.0834433999999997
ENSMUSG00000029826,Zc3hav1,-0.5949797
ENSMUSG00000009281,Rarres2,-4.862948
ENSMUSG00000039264,Gimap3,-2.8827564999999997
ENSMUSG00000029810,Tmem176b,-6.370723
ENSMUSG00000029814,Igf2bp3,-0.4418603
ENSMUSG00000029822,Osbpl3,-3.7960787000000003
ENSMUSG00000003477,Inmt,-7.0561929999999995
ENSMUSG00000045441,Gprin3,-1.4759146
ENSMUSG00000025889,Snca,-7.0664177
ENSMUSG00000002222,Rmnd5a,-1.0098822
ENSMUSG00000079523,Tmsb10,-4.613565400000001
ENSMUSG00000052861,Dnah6,-1.2910698999999999
ENSMUSG00000030017,Reg3g,-3.8506472
ENSMUSG00000000628,Hk2,-4.5485435
ENSMUSG00000000627,Sema4f,-4.552512
ENSMUSG00000059430,Actg2,-1.7030216
ENSMUSG00000063415,Cyp26b1,-5.497830400000001
ENSMUSG00000030002,Dusp11,-2.8297935
ENSMUSG00000001156,Mxd1,-0.59776837
ENSMUSG00000030086,Chchd6,-2.4903758
ENSMUSG00000048794,Cfap100,-2.7762277
ENSMUSG00000030091,Nup210,-0.22695059999999997
ENSMUSG00000030064,Frmd4b,-2.3291560000000002
ENSMUSG00000030302,Atp2b2,-0.93315005
ENSMUSG00000059900,Tmem40,-2.7135344
ENSMUSG00000051331,Cacna1c,0.3697322
ENSMUSG00000030114,Klrg1,-2.3872266
ENSMUSG00000003153,Slc2a3,-1.6814084999999999
ENSMUSG00000030142,Clec4e,-0.7100295999999999
ENSMUSG00000038521,C1s1,-4.768292400000001
ENSMUSG00000030125,Lrrc23,-3.132634
ENSMUSG00000023274,Cd4,-0.73191375
ENSMUSG00000030336,Cd27,-2.3946917
ENSMUSG00000030339,Ltbr,-2.5942082
ENSMUSG00000030342,Cd9,-1.6250046
ENSMUSG00000047228,A2ml1,-1.3220046
ENSMUSG00000030325,Klrb1c,-0.5865583000000001
ENSMUSG00000079298,Klrb1b,-0.030743292000000002
ENSMUSG00000085786,Gm15987,-0.85322404
ENSMUSG00000097354,2310001H17Rik,-2.7365801
ENSMUSG00000033082,Clec1a,-4.347011
ENSMUSG00000030149,Klrk1,-1.4112266000000002
ENSMUSG00000030167,Klrc1,-3.1796372
ENSMUSG00000043932,Klri2,-0.81589043
ENSMUSG00000014543,Klra17,-1.6979251
ENSMUSG00000079852,Klra4,-1.0594152000000001
ENSMUSG00000089727,Klra8,-0.9733940000000001
ENSMUSG00000033024,Klra9,-1.5360277
ENSMUSG00000067599,Klra7,-0.8074972
ENSMUSG00000067591,Klra3,-0.98520005
ENSMUSG00000042770,Hebp1,-4.425235
ENSMUSG00000030214,Plbd1,-1.3039787
ENSMUSG00000030218,Mgp,-6.4817553
ENSMUSG00000030246,Ldhb,-4.620807
ENSMUSG00000030247,Kcnj8,-4.0396204
ENSMUSG00000040250,Ints13,-2.3714025000000003
ENSMUSG00000030313,Dennd5b,-1.3579041
ENSMUSG00000032766,Gng11,-6.365181
ENSMUSG00000029661,Col1a2,-3.5137169999999998
ENSMUSG00000032827,Ppp1r9a,-1.3441218000000001
ENSMUSG00000029638,Glcci1,0.29615054
ENSMUSG00000000058,Cav2,-4.5281462999999995
ENSMUSG00000007655,Cav1,-2.2334327999999997
ENSMUSG00000062980,Cped1,0.78674006
ENSMUSG00000043421,Hilpda,-5.540337
ENSMUSG00000058440,Nrf1,0.04451113
ENSMUSG00000056215,Lrguk,-2.5293117
ENSMUSG00000029761,Cald1,-1.3452753
ENSMUSG00000045613,Chrm2,-1.7602223999999997
ENSMUSG00000038538,Ubn2,0.40863904
ENSMUSG00000019689,Fmc1,-3.6299968000000002
ENSMUSG00000029823,Luc7l2,-0.12073075
ENSMUSG00000076490,Trbc1,-2.5116625
ENSMUSG00000076498,Trbc2,-4.074542500000001
ENSMUSG00000054435,Gimap4,-1.6849306
ENSMUSG00000023367,Tmem176a,-4.774392
ENSMUSG00000029815,Malsu1,-1.7912709999999998
ENSMUSG00000004655,Aqp1,-5.689696
ENSMUSG00000054641,Mmrn1,-1.6560962
ENSMUSG00000029920,Smarcad1,-1.5738597
ENSMUSG00000044162,Tnip3,-0.36998445
ENSMUSG00000049001,Ndnf,-2.8659132
ENSMUSG00000076598,Igkv3-7,-0.76989514
ENSMUSG00000105646,Gm30211,0.38764718
ENSMUSG00000054422,Fabp1,-3.3681753
ENSMUSG00000053044,Cd8b1,-4.548913
ENSMUSG00000053977,Cd8a,-5.318963
ENSMUSG00000056370,Sftpb,-3.1056685
ENSMUSG00000030016,Zfp638,-0.3354012
ENSMUSG00000029992,Gfpt1,-0.8728059000000001
ENSMUSG00000015053,Gata2,-3.6180407999999997
ENSMUSG00000030074,Gxylt2,-1.0101489
ENSMUSG00000030104,Edem1,-0.59928036
ENSMUSG00000057604,Lmcd1,-4.1232367
ENSMUSG00000030276,Ttll3,-1.2233608
ENSMUSG00000030314,Atg7,-1.0667031
ENSMUSG00000042213,Zfand4,-1.7609099999999998
ENSMUSG00000061353,Cxcl12,-5.416386599999999
ENSMUSG00000030134,Rasgef1a,-2.4594336
ENSMUSG00000030107,Usp18,-1.8948971999999997
ENSMUSG00000030116,Mfap5,-4.2821345
ENSMUSG00000049037,Clec4a1,-3.4711516000000002
ENSMUSG00000043832,Clec4a3,-2.604094
ENSMUSG00000030148,Clec4a2,-2.9114769
ENSMUSG00000023349,Clec4n,-0.5935618
ENSMUSG00000030144,Clec4d,-0.32269892
ENSMUSG00000008845,Cd163,-1.2661738
ENSMUSG00000001930,Vwf,-1.9867392
ENSMUSG00000061414,Cracr2a,-1.1597822
ENSMUSG00000030365,Clec2i,-1.7902005
ENSMUSG00000030157,Clec2d,-3.0246397999999997
ENSMUSG00000050241,Klre1,-1.7471113999999999
ENSMUSG00000030165,Klrd1,-3.104366
ENSMUSG00000003031,Cdkn1b,-2.9025877
ENSMUSG00000090698,Apold1,-1.8242251
ENSMUSG00000046733,Gprc5a,-3.0445428
ENSMUSG00000030208,Emp1,-1.4001839
ENSMUSG00000030232,Aebp2,-0.04009107
ENSMUSG00000041741,Pde3a,0.74182457
ENSMUSG00000030263,Lrmp,-3.7928119
ENSMUSG00000032712,Resf1,-4.4741764
ENSMUSG00000019734,Tmc4,-1.4390806999999999
ENSMUSG00000058818,Pirb,-4.0673695
ENSMUSG00000055541,Lair1,-2.359079
ENSMUSG00000078810,Gp6,-4.1171565
ENSMUSG00000004961,Syt5,-3.8500366
ENSMUSG00000051811,Cox6b2,-2.0676916000000003
ENSMUSG00000046792,Zfp787,-1.9762465
ENSMUSG00000074364,Ehd2,-2.749057
ENSMUSG00000049130,C5ar1,-2.198513
ENSMUSG00000097266,Gm26802,-2.403077
ENSMUSG00000003545,Fosb,-3.018866
ENSMUSG00000002983,Relb,-2.892916
ENSMUSG00000040564,Apoc1,-4.751167
ENSMUSG00000040525,Cblc,-3.7521622000000003
ENSMUSG00000003378,Grik5,-1.3836694
ENSMUSG00000008496,Pou2f2,-1.550959
ENSMUSG00000002602,Axl,-2.1670415000000003
ENSMUSG00000040703,Cyp2s1,-1.5029464
ENSMUSG00000040488,Ltbp4,-2.5830994
ENSMUSG00000003363,Pld3,-4.090726
ENSMUSG00000037552,Plekhg2,-0.85845715
ENSMUSG00000030587,2200002D01Rik,-5.050356400000001
ENSMUSG00000064109,Hcst,-4.6315207
ENSMUSG00000030577,Cd22,-2.6884236
ENSMUSG00000036570,Fxyd1,-2.7129679
ENSMUSG00000057092,Fxyd3,-3.6661525
ENSMUSG00000052997,Uba2,-2.1510842
ENSMUSG00000063808,Gpatch1,-1.7216048
ENSMUSG00000030739,Myh14,-2.7798836
ENSMUSG00000038502,Ptov1,-0.7020888000000001
